Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
108	148	211	-20	147	552	90	472	-1	9
109	362	22	-10	1022	1149	90	87	-1	18
110	479	127	-10	375	515	90	706	-1	14
111	443	246	20	496	633	90	-1	100	1
112	22	37	-10	798	928	90	634	-1	13
113	65	100	-20	724	850	90	480	-1	9
114	404	447	20	250	324	90	-1	396	1
115	102	264	10	148	257	90	-1	812	1
116	444	271	-10	607	714	90	249	-1	4
117	325	466	-10	616	772	90	5	-1	10
118	124	219	-20	545	641	90	393	-1	7
119	335	243	-20	393	529	90	364	-1	6
120	26	42	20	427	546	90	-1	451	1
121	113	106	20	198	323	90	-1	388	1
122	399	450	20	964	1063	0	-1	1012	1
123	146	439	-20	604	744	90	384	-1	7
124	162	336	20	153	274	90	-1	856	1
125	2	295	30	741	860	0	-1	1017	1
126	122	35	10	283	397	90	-1	428	1
127	346	60	-20	998	1114	90	144	-1	1
128	93	213	30	370	497	90	-1	7	1
129	218	316	20	73	211	90	-1	903	1
130	116	156	10	474	578	90	-1	559	1
131	419	422	-10	230	692	90	836	-1	17
132	467	141	10	543	668	90	-1	891	1
133	187	491	20	736	890	90	-1	408	1
134	433	25	-10	869	1004	90	606	-1	12
135	286	137	-10	413	562	90	29	-1	5
136	370	82	40	419	539	90	-1	997	1
137	132	290	-10	804	911	90	19	-1	2
138	435	11	40	325	459	90	-1	13	1
139	206	261	-10	1017	1137	90	58	-1	12
140	428	291	-20	664	798	90	797	-1	16
141	95	384	-30	680	825	90	651	-1	13
142	205	223	20	443	592	90	-1	843	1
143	463	140	10	263	398	90	-1	691	1
144	343	47	20	704	840	90	-1	127	1
145	435	62	-20	1139	1236	90	867	-1	18
146	387	488	-20	952	1082	90	27	-1	4
147	121	157	-20	199	300	90	561	-1	11
148	182	463	-10	353	459	90	424	-1	8
149	92	216	-10	746	866	90	820	-1	17
150	370	83	20	334	442	90	-1	339	2
151	444	242	-20	399	543	90	507	-1	10
152	90	285	40	953	1069	90	-1	810	2
153	446	64	-10	564	700	90	34	-1	6
154	312	264	20	96	215	90	-1	589	2
155	208	11	-10	1304	1394	90	502	-1	10
156	442	247	-20	601	712	90	335	-1	6
157	140	431	30	265	338	0	-1	1033	2
158	118	153	30	917	1059	90	-1	373	2
159	134	428	-30	914	1013	90	80	-1	16
160	91	235	-10	1111	1218	90	226	-1	3
161	406	257	-20	556	676	90	227	-1	3
162	377	76	-30	609	729	90	930	-1	19
163	474	96	30	271	407	0	-1	1008	2
164	346	57	20	904	1023	90	-1	667	2
165	393	301	30	463	564	90	-1	514	2
166	412	214	10	165	272	90	-1	951	2
167	210	398	-40	557	681	90	655	-1	13
168	346	150	-10	922	1024	90	755	-1	15
169	62	453	-10	275	624	90	363	-1	6
170	437	61	-20	1033	1157	90	831	-1	17
171	87	96	30	715	838	0	-1	1010	2
172	367	83	30	224	366	90	-1	25	2
173	91	268	-10	844	955	90	905	-1	18
174	459	145	40	233	363	90	-1	538	2
175	63	444	-30	1054	1176	90	218	-1	3
176	433	27	20	619	703	90	-1	790	2
177	60	454	10	854	990	90	-1	236	2
178	478	99	10	585	707	90	-1	449	2
179	485	454	-20	809	924	90	294	-1	5
180	6	292	-10	250	487	90	936	-1	19
181	398	20	20	320	408	90	-1	600	2
182	248	251	20	170	503	90	-1	713	2
183	433	15	20	297	612	90	-1	699	2
184	64	426	-10	1122	1263	90	399	-1	7
185	154	207	20	961	1107	0	-1	1051	2
186	481	456	-10	991	1128	90	44	-1	8
187	380	498	-30	485	619	90	774	-1	16
188	88	286	-10	758	896	90	909	-1	19
189	111	23	10	266	824	90	-1	49	2
190	199	187	-20	393	531	90	277	-1	4
191	269	48	-10	796	915	90	261	-1	4
192	367	178	20	529	662	90	-1	645	2
193	452	163	30	219	354	90	-1	907	2
194	431	28	20	689	818	90	-1	524	2
195	8	116	20	857	994	90	-1	661	3
196	233	47	20	321	451	90	-1	213	3
197	237	43	20	609	725	90	-1	588	3
198	320	262	10	562	678	90	-1	575	3
199	188	4	-30	382	486	90	327	-1	5
200	180	6	10	749	863	90	-1	444	3
201	328	466	-20	806	947	90	573	-1	11
202	393	12	10	589	700	90	-1	692	3
203	409	90	-10	531	655	90	581	-1	12
204	406	87	-10	893	1043	90	436	-1	8
205	394	407	20	703	818	90	-1	66	3
206	358	183	-20	892	1045	90	455	-1	9
207	186	461	20	220	342	90	-1	738	3
208	38	72	30	385	530	90	-1	371	3
209	323	471	-10	433	581	90	267	-1	4
210	224	192	-20	186	404	90	487	-1	9
211	278	46	20	205	338	90	-1	813	3
212	272	403	-10	470	579	90	913	-1	19
213	232	42	-20	507	637	90	196	-1	3
214	18	63	-10	705	803	90	833	-1	17
215	58	458	-30	380	995	90	491	-1	9
216	416	417	-10	1011	1145	90	784	-1	16
217	205	230	30	185	282	90	-1	955	3
218	65	453	30	393	520	90	-1	175	3
219	421	294	-10	858	978	90	590	-1	12
220	434	245	-20	1325	1469	90	859	-1	18
221	2	116	-30	499	614	90	501	-1	10
222	411	421	20	850	930	90	-1	567	3
223	315	260	-10	185	315	90	923	-1	19
224	136	288	-10	986	1099	90	688	-1	14
225	173	490	20	366	502	90	-1	850	3
226	90	232	10	661	752	90	-1	160	3
227	402	265	20	261	410	90	-1	161	3
228	361	14	-20	665	759	90	466	-1	9
229	348	147	-10	834	925	90	342	-1	6
230	385	295	20	142	306	90	-1	0	3
231	394	23	-20	1249	1349	90	715	-1	14
232	466	295	-10	998	1107	90	288	-1	4
233	71	103	-10	1385	1490	90	283	-1	4
234	125	29	-10	562	675	90	474	-1	9
235	25	65	-10	974	1089	90	556	-1	11
236	58	449	-10	956	1080	90	177	-1	2
237	246	398	40	148	263	90	-1	596	3
238	423	294	10	787	865	90	-1	646	3
239	59	459	20	597	696	90	-1	348	3
240	348	145	-30	730	845	90	929	-1	19
241	477	97	10	417	498	90	-1	752	3
242	307	102	-10	580	669	90	940	-1	19
243	169	31	20	352	481	90	-1	934	3
244	381	495	-30	675	800	90	972	-1	20
245	95	234	10	287	390	90	-1	849	3
246	22	33	10	706	832	90	-1	346	4
247	435	268	-10	1041	1213	90	828	-1	17
248	135	293	-20	336	454	90	328	-1	6
249	439	266	10	234	326	90	-1	116	4
250	269	402	20	569	667	90	-1	251	4
251	267	400	-20	746	868	90	250	-1	4
252	473	196	-10	548	658	90	889	-1	18
253	445	237	10	322	428	90	-1	282	4
254	461	284	-10	254	362	90	486	-1	9
255	167	339	-10	628	731	90	781	-1	16
256	26	43	10	326	466	90	-1	447	4
257	101	386	-20	307	457	90	822	-1	17
258	342	54	20	537	632	90	-1	802	4
259	243	399	-30	758	861	90	505	-1	10
260	288	44	-10	612	735	90	368	-1	7
261	274	48	10	313	459	90	-1	191	4
262	360	184	-20	819	933	90	659	-1	13
263	23	67	30	1072	1176	90	-1	641	4
264	6	296	-20	830	959	90	406	-1	7
265	249	258	-10	883	1000	90	892	-1	18
266	421	415	30	265	396	90	-1	103	4
267	319	468	10	250	391	90	-1	209	4
268	50	438	20	689	815	90	-1	74	4
269	440	61	30	953	1050	0	-1	1031	4
270	17	65	20	607	717	90	-1	749	4
271	323	118	20	275	397	90	-1	547	4
272	402	281	20	842	968	90	-1	716	4
273	71	153	20	738	824	90	-1	868	4
274	52	432	20	754	878	90	-1	864	4
275	378	199	-20	725	840	90	800	-1	16
276	238	204	-20	547	653	90	807	-1	16
277	208	184	20	108	229	90	-1	190	4
278	376	195	-20	526	665	90	962	-1	20
279	473	475	-20	1097	1208	90	863	-1	18
280	215	395	-20	847	946	90	814	-1	17
281	123	222	30	355	450	0	-1	1048	4
282	436	241	-10	1242	1362	90	253	-1	4
283	70	100	10	1101	1208	90	-1	233	4
284	73	328	20	193	311	90	-1	314	4
285	241	205	-10	655	731	90	987	-1	4
286	250	405	20	279	394	90	-1	625	4
287	483	14	10	636	761	90	-1	446	4
288	466	287	10	421	570	90	-1	232	4
289	467	114	-20	1117	1265	90	805	-1	16
290	120	159	10	283	400	90	-1	417	5
291	408	84	10	708	850	90	-1	513	5
292	413	217	20	186	332	90	-1	927	5
293	338	142	40	166	294	90	-1	765	5
294	483	457	20	700	846	90	-1	179	5
295	479	169	20	742	866	90	-1	994	5
296	95	224	-20	1030	1147	90	544	-1	11
297	122	216	10	441	557	90	-1	22	5
298	477	179	20	237	747	90	-1	758	5
299	406	99	-10	334	470	90	528	-1	10
300	44	47	20	289	393	90	-1	640	5
301	487	450	-10	902	1019	90	574	-1	11
302	172	488	10	297	387	0	-1	1016	5
303	460	374	20	740	844	90	-1	55	5
304	279	138	-40	250	351	90	984	-1	2
305	338	147	10	135	260	90	-1	503	5
306	395	295	-10	649	764	90	495	-1	10
307	195	185	20	310	424	90	-1	711	5
308	463	194	20	220	1336	90	-1	740	5
309	30	72	-20	1351	1452	90	380	-1	7
310	244	254	-20	698	813	90	497	-1	10
311	317	261	20	383	488	90	-1	675	5
312	67	108	10	266	377	90	-1	415	5
313	442	310	-30	619	722	90	533	-1	10
314	63	336	-20	785	898	90	284	-1	4
315	109	107	20	320	452	90	-1	460	5
316	100	387	10	404	544	90	-1	515	5
317	494	94	-10	609	718	90	956	-1	20
318	343	49	-10	612	747	90	900	-1	18
319	40	52	-20	508	628	90	776	-1	16
320	319	124	20	381	485	0	-1	1044	5
321	94	97	-20	230	388	90	414	-1	8
322	476	94	20	306	424	90	-1	418	5
323	283	47	-40	321	472	90	858	-1	18
324	398	325	30	738	878	90	-1	734	5
325	460	13	-20	432	562	90	717	-1	14
326	305	107	-30	662	779	90	685	-1	14
327	188	12	30	245	426	90	-1	199	5
328	136	290	20	270	334	90	-1	248	6
329	439	268	-20	969	1096	90	767	-1	15
330	112	467	10	478	584	90	-1	971	6
331	181	469	20	445	559	90	-1	344	6
332	358	18	10	451	602	90	-1	41	6
333	459	10	10	522	657	90	-1	413	6
334	199	268	20	252	400	90	-1	698	6
335	436	237	20	186	307	90	-1	156	6
336	318	280	20	298	405	90	-1	587	6
337	64	99	-10	832	925	90	615	-1	12
338	394	333	20	454	605	90	-1	456	6
339	366	93	-20	897	1028	90	150	-1	2
340	95	391	-20	885	996	90	570	-1	11
341	391	425	-10	818	934	90	848	-1	18
342	344	146	10	478	547	90	-1	229	6
343	198	12	10	542	672	90	-1	97	6
344	186	472	-20	539	658	90	331	-1	6
345	390	408	30	431	540	90	-1	684	6
346	19	43	-10	1178	1283	90	246	-1	4
347	307	108	-30	769	856	90	519	-1	10
348	59	457	-20	772	887	90	239	-1	3
349	49	451	20	314	435	90	-1	881	6
350	125	39	20	245	353	90	-1	595	6
351	61	147	-30	322	475	90	976	-1	20
352	317	123	20	461	589	90	-1	982	6
353	392	426	-20	653	735	90	527	-1	10
354	237	213	-10	823	940	90	887	-1	18
355	71	333	10	217	361	90	-1	471	6
356	304	97	-10	357	516	90	31	-1	5
357	196	462	-10	908	1050	90	977	-1	20
358	224	191	20	266	606	90	-1	922	6
359	37	51	10	607	716	90	-1	762	6
360	491	25	-30	926	1041	90	383	-1	7
361	270	401	20	182	302	90	-1	484	6
362	474	461	30	307	421	90	-1	67	6
363	66	448	10	270	638	90	-1	169	6
364	337	241	20	294	443	90	-1	119	6
365	269	46	-30	708	820	90	617	-1	12
366	22	41	-10	1074	1201	90	965	-1	20
367	198	271	20	357	482	90	-1	529	7
368	287	43	10	515	649	90	-1	260	7
369	446	63	20	678	769	90	-1	826	7
370	200	229	30	275	381	90	-1	642	7
371	48	72	-30	669	811	90	208	-1	3
372	465	142	10	375	472	90	-1	912	7
373	123	155	-30	1136	1216	90	158	-1	2
374	16	497	-40	1007	1154	90	730	-1	15
375	220	319	-10	958	1050	90	935	-1	19
376	484	171	-10	652	765	90	545	-1	11
377	55	431	-20	673	772	90	90	-1	18
378	428	24	-10	1061	1183	90	53	-1	10
379	80	342	10	193	336	90	-1	8	7
380	16	68	20	510	627	90	-1	309	7
381	124	56	20	231	345	90	-1	707	7
382	95	218	-10	834	965	90	490	-1	9
383	481	26	30	321	444	90	-1	360	7
384	145	434	20	420	556	90	-1	123	7
385	335	57	30	210	330	90	-1	873	7
386	26	490	-10	878	1406	90	435	-1	8
387	324	127	30	143	681	90	-1	759	7
388	109	114	-20	792	908	90	121	-1	1
389	72	148	20	234	360	90	-1	785	7
390	220	392	-10	954	1031	90	463	-1	9
391	442	243	-20	977	1071	90	28	-1	4
392	69	336	20	399	548	0	-1	1036	7
393	131	226	20	121	258	90	-1	118	7
394	150	204	20	595	739	90	-1	727	7
395	423	217	20	765	868	90	-1	468	7
396	419	459	-20	766	857	90	114	-1	1
397	285	163	-30	688	806	90	476	-1	9
398	203	7	-20	1005	1136	90	593	-1	12
399	54	445	10	509	618	90	-1	184	7
400	109	463	-10	914	1064	90	421	-1	8
401	355	180	30	271	353	90	-1	669	7
402	13	455	10	346	465	90	-1	412	7
403	165	337	20	320	475	0	-1	1049	7
404	314	124	-30	774	838	90	498	-1	10
405	9	124	20	271	420	90	-1	464	7
406	3	292	20	376	486	90	-1	264	7
407	16	462	-20	889	1032	90	728	-1	15
408	189	464	-20	818	945	90	133	-1	1
409	288	154	-20	415	521	90	773	-1	16
410	90	296	20	166	311	90	-1	937	8
411	138	438	-20	804	920	90	105	-1	1
412	13	459	-10	634	729	90	402	-1	7
413	461	8	-10	714	854	90	333	-1	6
414	96	97	20	217	322	90	-1	321	8
415	68	99	-10	996	1130	90	312	-1	5
416	146	205	10	332	448	90	-1	89	8
417	117	152	-10	835	959	90	290	-1	5
418	481	96	-20	504	599	90	322	-1	5
419	338	260	-20	604	695	90	494	-1	10
420	285	44	10	399	581	90	-1	696	8
421	111	464	10	747	865	90	-1	400	8
422	468	291	30	716	829	90	-1	649	8
423	148	206	20	418	546	90	-1	518	8
424	184	464	10	254	374	90	-1	148	8
425	197	11	-20	619	778	90	682	-1	14
426	396	410	-10	795	913	90	604	-1	12
427	133	53	-10	648	741	90	459	-1	9
428	132	30	-10	843	958	90	126	-1	1
429	464	13	20	843	916	0	-1	1001	8
430	100	394	10	990	1082	0	-1	1013	8
431	483	22	10	458	561	90	-1	834	8
432	93	235	10	917	1046	90	-1	861	8
433	174	26	-30	1013	1128	90	496	-1	10
434	436	264	20	186	317	90	-1	862	8
435	24	492	10	812	1341	90	-1	386	8
436	406	94	10	331	475	90	-1	204	8
437	234	246	-10	497	622	90	560	-1	11
438	315	287	-30	666	780	90	612	-1	12
439	408	453	10	570	666	90	-1	938	8
440	128	225	10	151	278	90	-1	609	8
441	226	191	-10	367	488	90	799	-1	16
442	391	407	10	521	633	90	-1	6	8
443	198	264	-30	746	845	90	580	-1	12
444	179	7	-10	824	971	90	200	-1	3
445	425	215	10	646	801	90	-1	72	8
446	483	27	-10	1256	1412	90	287	-1	4
447	22	40	-10	975	1118	90	256	-1	4
448	479	176	20	256	406	90	-1	601	8
449	476	102	-10	773	890	90	178	-1	2
450	386	405	20	206	335	90	-1	577	8
451	22	38	-20	899	1009	90	120	-1	1
452	440	241	-10	1054	1179	90	756	-1	15
453	182	14	-20	1039	1139	90	845	-1	17
454	266	405	20	653	771	90	-1	85	8
455	357	181	20	324	484	90	-1	206	9
456	395	332	-20	568	673	90	338	-1	6
457	423	290	10	304	414	90	-1	50	9
458	104	28	20	664	799	90	-1	829	9
459	131	56	10	459	562	90	-1	427	9
460	111	110	-20	514	625	90	315	-1	5
461	97	93	-20	433	558	90	626	-1	12
462	90	274	-20	366	503	90	839	-1	17
463	214	394	10	749	863	90	-1	390	9
464	6	114	-20	762	903	90	405	-1	7
465	375	191	-30	421	582	90	986	-1	3
466	356	21	20	358	507	90	-1	228	9
467	466	165	-10	709	844	90	594	-1	12
468	415	223	-20	1231	1329	90	395	-1	7
469	397	20	20	386	523	90	-1	705	9
470	241	403	-10	654	777	90	771	-1	15
471	69	334	-10	318	444	90	355	-1	6
472	152	210	20	105	601	90	-1	108	9
473	67	335	20	591	722	90	-1	687	9
474	126	30	10	473	580	90	-1	234	9
475	390	423	10	248	377	90	-1	554	9
476	285	162	30	579	733	90	-1	397	9
477	285	158	30	317	428	90	-1	4	9
478	406	96	20	258	363	90	-1	718	9
479	459	374	20	815	951	90	-1	683	9
480	67	109	20	332	493	90	-1	113	9
481	468	475	10	313	432	90	-1	624	9
482	438	31	10	335	426	90	-1	768	9
483	168	24	10	735	852	90	-1	652	9
484	267	394	-20	945	1043	90	361	-1	6
485	406	450	-20	382	487	90	961	-1	20
486	460	288	10	213	350	90	-1	254	9
487	224	203	20	53	374	90	-1	210	9
488	21	487	-10	552	659	90	663	-1	13
489	21	488	10	614	779	90	-1	15	9
490	87	217	10	558	683	90	-1	382	9
491	67	452	30	185	943	90	-1	215	9
492	119	223	-20	817	942	90	603	-1	12
493	398	428	-20	545	650	90	787	-1	16
494	344	262	20	483	624	90	-1	419	10
495	390	301	10	359	482	90	-1	306	10
496	167	27	30	450	573	90	-1	433	10
497	236	247	20	394	540	90	-1	310	10
498	313	119	30	648	773	90	-1	404	10
499	13	51	-10	1282	1425	90	82	-1	17
500	200	13	10	378	472	90	-1	798	10
501	0	120	30	405	518	90	-1	221	10
502	202	4	10	919	1035	90	-1	155	10
503	343	144	-10	290	361	90	305	-1	5
504	94	383	-30	599	723	90	957	-1	20
505	250	411	30	465	580	90	-1	259	10
506	464	134	-40	1005	1149	90	941	-1	19
507	443	237	20	212	355	90	-1	151	10
508	4	114	-10	671	810	90	926	-1	19
509	169	336	-30	807	923	90	38	-1	7
510	200	178	-20	216	322	90	543	-1	11
511	412	453	-10	646	778	90	742	-1	15
512	121	151	-10	1022	1141	90	32	-1	5
513	403	93	-10	1095	1216	90	291	-1	5
514	399	301	-30	557	662	90	165	-1	2
515	97	387	-10	799	893	90	316	-1	5
516	176	8	-10	921	1060	90	633	-1	13
517	62	326	-20	877	1006	90	966	-1	20
518	151	207	-20	695	824	90	423	-1	8
519	299	98	30	283	401	90	-1	347	10
520	334	240	30	497	612	90	-1	995	10
521	92	270	-10	937	1047	90	540	-1	11
522	444	269	20	502	636	90	-1	656	10
523	132	223	-20	803	942	90	39	-1	7
524	428	25	-20	1168	1258	90	194	-1	2
525	413	421	10	740	855	0	-1	1022	10
526	382	498	10	601	688	90	-1	635	10
527	391	429	20	434	566	90	-1	353	10
528	398	97	10	253	354	90	-1	299	10
529	192	265	-20	624	775	90	367	-1	7
530	438	26	10	397	553	0	-1	1004	10
531	44	79	10	267	394	90	-1	893	10
532	137	290	-10	169	252	90	576	-1	11
533	446	319	30	345	435	90	-1	313	10
534	175	487	20	248	398	90	-1	670	10
535	26	45	30	303	458	0	-1	1024	10
536	147	435	20	504	656	90	-1	815	10
537	111	459	-10	1108	1239	90	788	-1	16
538	472	132	-40	728	864	90	174	-1	2
539	349	158	-20	1022	1121	90	916	-1	19
540	86	268	10	655	769	90	-1	521	11
541	415	216	10	292	410	90	-1	14	11
542	121	218	20	159	289	90	-1	678	11
543	210	185	20	76	204	90	-1	510	11
544	98	215	20	190	306	90	-1	296	11
545	484	174	10	473	567	90	-1	376	11
546	328	458	10	907	1043	0	-1	1023	11
547	313	126	-20	850	947	90	271	-1	4
548	390	415	-10	1025	1108	90	557	-1	11
549	459	17	-20	987	1146	90	721	-1	14
550	481	124	10	463	613	90	-1	608	11
551	386	414	10	1082	1189	0	-1	1026	11
552	116	466	20	289	403	90	-1	578	11
553	468	295	-10	904	1018	90	949	-1	20
554	391	426	-10	724	845	90	475	-1	9
555	408	279	-10	650	779	90	754	-1	15
556	15	68	10	412	544	90	-1	235	11
557	392	424	10	917	1017	90	-1	548	11
558	88	95	-20	624	747	90	697	-1	14
559	116	151	-10	732	878	90	130	-1	1
560	240	250	10	308	437	90	-1	437	11
561	123	159	20	156	294	90	-1	147	11
562	89	290	20	201	324	90	-1	985	11
563	39	50	30	416	536	0	-1	1018	11
564	359	179	-20	418	577	90	2	-1	3
565	338	257	20	692	793	0	-1	1006	11
566	92	236	-20	1007	1139	90	722	-1	14
567	413	417	-20	1111	1232	90	222	-1	3
568	91	101	10	818	929	90	-1	602	11
569	55	449	20	278	405	90	-1	751	11
570	57	425	20	260	387	90	-1	340	11
571	465	287	10	524	650	90	-1	880	11
572	320	280	10	201	318	90	-1	946	11
573	322	468	20	533	667	90	-1	201	11
574	483	458	10	607	756	90	-1	301	11
575	312	267	-10	852	951	90	198	-1	3
576	139	291	10	118	235	90	-1	532	11
577	388	408	-20	321	465	90	450	-1	8
578	110	459	-20	1029	1136	90	552	-1	11
579	459	372	-20	631	768	90	619	-1	12
580	204	269	30	49	194	90	-1	443	12
581	407	98	10	218	345	90	-1	203	12
582	335	256	-20	861	991	90	733	-1	15
583	471	484	-20	558	632	90	989	-1	5
584	339	244	30	201	348	0	-1	1052	12
585	89	272	10	471	582	90	-1	885	12
586	488	96	-30	881	1001	90	709	-1	14
587	316	286	-20	575	689	90	336	-1	6
588	235	50	-20	797	912	90	197	-1	3
589	316	258	-20	262	424	90	154	-1	2
590	425	288	10	578	694	90	-1	219	12
591	213	397	-20	652	773	90	760	-1	15
592	113	156	-20	567	672	90	56	-1	11
593	199	9	20	840	924	90	-1	398	12
594	463	167	10	619	746	90	-1	467	12
595	129	27	-20	663	763	90	350	-1	6
596	248	404	-40	165	323	90	237	-1	3
597	405	276	-30	438	881	90	598	-1	12
598	400	288	30	154	400	90	-1	597	12
599	61	156	30	431	563	90	-1	869	12
600	393	20	-20	1120	1292	90	181	-1	2
601	484	177	-20	363	490	90	448	-1	8
602	108	116	-10	892	993	90	568	-1	11
603	112	217	20	345	481	90	-1	492	12
604	389	404	10	243	356	90	-1	426	12
605	102	391	-20	1082	1177	90	95	-1	20
606	434	26	10	499	640	90	-1	134	12
607	488	26	-10	1113	1222	90	838	-1	17
608	477	120	-10	938	1057	90	550	-1	11
609	126	220	-10	630	740	90	440	-1	8
610	439	310	10	198	342	90	-1	939	12
611	212	319	30	209	311	90	-1	854	12
612	320	283	30	384	507	90	-1	438	12
613	17	459	-20	1185	1289	90	710	-1	14
614	236	213	20	39	362	90	-1	666	12
615	68	108	10	230	350	90	-1	337	12
616	390	294	-10	827	957	90	69	-1	14
617	275	42	30	509	637	90	-1	365	12
618	423	214	20	580	684	0	-1	1039	12
619	460	367	20	375	468	90	-1	579	12
620	272	402	10	280	390	90	-1	968	12
621	478	102	10	690	789	90	-1	876	12
622	400	260	40	150	437	90	-1	991	12
623	181	6	-30	656	774	90	91	-1	19
624	470	475	-10	342	468	90	481	-1	9
625	245	408	-20	575	663	90	286	-1	4
626	93	96	20	336	464	90	-1	461	12
627	218	318	-20	854	969	90	793	-1	16
628	441	265	40	304	441	90	-1	825	13
629	21	64	20	804	890	0	-1	1003	13
630	356	23	-20	276	405	90	75	-1	15
631	267	44	20	613	729	90	-1	11	13
632	277	50	10	234	352	90	-1	928	13
633	182	4	10	571	675	90	-1	516	13
634	26	36	10	622	727	90	-1	112	13
635	384	491	-10	848	998	90	526	-1	10
