Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
344	420	95	30	230	1162	90	-1	575	3
345	111	279	30	141	866	90	-1	993	3
346	367	358	30	1937	2489	90	-1	938	3
347	239	373	-10	1321	2650	90	541	-1	6
348	384	235	-40	2669	2836	90	653	-1	7
349	284	360	30	214	564	0	-1	1011	3
350	325	75	-10	2162	2738	90	434	-1	4
351	279	369	10	229	935	90	-1	826	3
352	340	449	-10	2418	3606	90	478	-1	5
353	275	448	10	2743	3221	90	-1	844	3
354	447	88	-10	2453	3569	90	989	-1	15
355	314	279	10	70	1003	90	-1	572	3
356	434	377	-10	2132	2719	90	696	-1	8
357	67	377	-20	2008	2523	90	70	-1	8
358	370	353	10	717	934	90	-1	194	3
359	57	367	20	1890	2607	0	-1	1002	3
360	332	486	20	1754	2231	90	-1	886	3
361	386	361	30	1139	2075	90	-1	245	3
362	55	282	-20	289	480	90	137	-1	1
363	317	467	-30	227	1237	90	857	-1	12
364	335	54	-20	1621	2245	90	43	-1	4
365	348	466	-30	2360	2967	90	839	-1	11
366	132	314	-10	2679	3690	90	872	-1	12
367	328	216	-20	1688	2296	90	797	-1	10
368	416	48	10	1630	2290	90	-1	773	4
369	370	55	10	2370	3562	90	-1	301	4
370	149	434	-30	2041	2526	90	639	-1	7
371	466	169	30	2443	2720	90	-1	438	4
372	141	267	-30	1327	2103	90	585	-1	6
373	258	350	-20	1688	2116	90	651	-1	7
374	428	312	10	939	1388	90	-1	497	4
375	211	188	-20	301	1179	90	471	-1	5
376	50	343	-10	2570	3097	90	534	-1	5
377	107	311	-20	2603	3183	90	859	-1	12
378	178	441	20	204	551	90	-1	887	4
379	232	85	10	2324	2453	90	-1	215	4
380	391	23	10	2325	3232	90	-1	296	4
381	137	227	20	115	291	90	-1	630	4
382	161	203	20	100	898	90	-1	420	4
383	363	212	-10	2911	3705	90	178	-1	2
384	384	346	-20	964	1858	90	579	-1	6
385	166	434	-20	2956	3134	90	940	-1	14
386	274	248	20	274	507	90	-1	685	4
387	156	421	30	2797	3629	0	-1	1000	4
388	346	211	10	103	834	90	-1	716	4
389	265	358	20	1156	1709	90	-1	402	4
390	96	407	20	313	715	90	-1	233	4
391	443	70	-10	2469	2619	90	71	-1	8
392	125	212	-30	1162	1371	90	503	-1	5
393	361	337	50	141	1011	90	-1	302	4
394	322	78	-10	2300	2788	90	533	-1	5
395	481	156	-10	1244	2116	90	941	-1	14
396	188	293	30	482	1353	90	-1	539	4
397	76	408	30	640	1561	90	-1	50	4
398	130	304	-20	3045	3465	90	400	-1	4
399	378	363	30	1621	2036	90	-1	535	4
400	185	301	20	1210	1611	90	-1	398	4
401	385	235	-20	2408	2914	90	580	-1	6
402	261	350	-20	1387	2231	90	389	-1	4
403	389	33	-20	3038	3088	90	714	-1	8
404	151	214	10	402	781	90	-1	741	4
405	265	94	10	192	485	90	-1	273	4
406	65	164	-20	2276	3074	90	657	-1	7
407	293	81	10	174	318	90	-1	267	4
408	363	55	-20	2681	3445	90	848	-1	12
409	465	176	20	2652	2705	90	-1	65	4
410	428	298	-20	1356	2111	90	981	-1	15
411	75	379	30	2217	3078	90	-1	316	4
412	404	378	10	718	1155	90	-1	799	4
413	203	203	-20	2579	3281	90	538	-1	6
414	259	88	20	162	1090	90	-1	283	4
415	362	17	-30	1535	2392	90	917	-1	13
416	320	258	20	509	780	90	-1	742	4
417	59	358	-20	2381	2496	90	219	-1	2
418	316	453	20	213	1055	90	-1	433	4
419	225	192	20	63	720	90	-1	504	4
420	140	206	-20	409	566	90	382	-1	4
421	83	151	10	194	1265	90	-1	492	4
422	366	196	10	127	906	90	-1	467	4
423	108	245	20	1459	2162	90	-1	101	4
424	129	267	-30	2342	2778	90	26	-1	2
425	57	379	20	560	1415	90	-1	463	4
426	329	56	20	1311	1763	90	-1	214	4
427	213	363	30	954	1674	90	-1	835	4
428	76	391	-10	1076	1719	90	810	-1	11
429	330	259	-20	834	1788	90	966	-1	15
430	136	217	30	678	1278	90	-1	227	4
431	165	333	-20	2339	2583	90	712	-1	8
432	160	431	-20	3006	3622	90	231	-1	2
433	338	489	-20	1168	1607	90	418	-1	4
434	335	64	10	1740	2326	90	-1	350	4
435	412	361	10	1554	2103	90	-1	915	4
436	259	90	30	239	1195	90	-1	246	4
437	265	77	20	739	1085	90	-1	57	4
438	460	173	-30	2694	3241	90	371	-1	4
439	83	301	20	2148	2606	90	-1	570	4
440	201	331	-20	311	1263	90	27	-1	2
441	118	214	20	136	566	90	-1	165	4
442	395	30	-20	2459	3293	90	514	-1	5
443	125	444	-20	1667	2488	90	277	-1	3
444	283	248	30	33	448	90	-1	823	4
445	391	334	20	885	1368	90	-1	105	4
446	212	215	-30	3177	3303	90	967	-1	15
447	276	428	20	1007	1248	90	-1	226	5
448	96	152	20	182	789	90	-1	642	5
449	425	85	10	353	880	90	-1	464	5
450	336	7	10	1509	1820	90	-1	699	5
451	196	219	-40	2864	3404	90	276	-1	2
452	210	94	-30	676	1478	90	544	-1	6
453	310	81	-20	2501	3352	90	322	-1	3
454	341	37	20	231	1079	90	-1	616	5
455	344	478	-30	2002	2751	90	819	-1	11
456	406	37	40	264	1247	90	-1	164	5
457	69	346	-20	2786	3297	90	762	-1	10
458	80	376	-20	211	1467	90	61	-1	6
459	314	449	30	209	1063	90	-1	116	5
460	209	201	-20	2292	3375	90	609	-1	6
461	88	379	-10	603	936	90	228	-1	2
462	352	500	30	1282	1889	90	-1	207	5
463	65	357	-20	2087	2981	90	425	-1	4
464	345	15	-10	1178	1946	90	449	-1	5
465	125	245	-10	2907	3258	90	562	-1	6
466	52	369	30	1482	2824	90	-1	946	5
467	449	140	-10	539	1082	90	422	-1	4
468	430	310	30	666	1846	90	-1	555	5
469	109	325	-10	2987	3190	90	160	-1	1
470	446	139	20	292	1143	90	-1	956	5
471	229	214	20	41	767	90	-1	375	5
472	197	301	10	146	380	90	-1	793	5
473	146	245	20	464	1089	90	-1	879	5
474	401	368	20	316	1171	90	-1	147	5
475	116	259	-20	2493	2893	90	665	-1	7
476	374	55	-20	2785	2958	90	620	-1	7
477	249	251	-10	2717	3515	90	193	-1	2
478	325	490	10	771	1236	90	-1	352	5
479	59	159	10	789	1577	90	-1	786	5
480	186	177	-20	1264	1618	90	600	-1	6
481	319	229	-10	2038	2707	90	173	-1	2
482	26	269	30	828	1342	90	-1	618	5
483	53	139	-10	1093	1494	90	913	-1	13
484	471	154	20	1123	1675	90	-1	790	5
485	301	247	-10	2797	3773	90	266	-1	2
486	388	220	20	1161	1845	90	-1	812	5
487	235	81	-20	1081	1978	90	711	-1	8
488	347	479	10	2278	2661	90	-1	42	5
489	367	59	-20	3045	3453	90	654	-1	7
490	261	370	-10	1019	1279	90	745	-1	9
491	441	287	-10	2850	3140	90	496	-1	5
492	44	153	-10	1746	2405	90	421	-1	4
493	263	351	-10	1571	1679	90	959	-1	14
494	444	157	10	215	1022	90	-1	884	5
495	374	17	-10	1406	2604	90	987	-1	15
496	448	295	10	2533	3075	90	-1	491	5
497	446	297	-10	1991	2633	90	374	-1	4
498	347	40	-10	231	1089	90	999	-1	15
499	318	493	10	643	1167	90	-1	241	5
500	399	352	-10	897	1783	90	338	-1	3
501	51	364	10	1390	2545	90	-1	81	5
502	250	217	-30	2237	2991	90	830	-1	11
503	107	225	30	228	813	90	-1	392	5
504	173	208	-20	1942	1981	90	419	-1	4
505	204	189	10	2409	2507	90	-1	328	5
506	399	379	-10	2562	3518	90	536	-1	5
507	79	346	-20	3062	3398	90	128	-1	1
508	360	338	10	140	920	90	-1	701	5
509	390	17	-30	1086	1979	90	517	-1	5
510	207	337	20	97	1687	90	-1	566	5
511	409	361	30	661	1612	90	-1	259	5
512	206	377	-20	134	1290	90	110	-1	1
513	429	294	-30	1878	2167	90	319	-1	3
514	375	31	20	2136	2395	90	-1	442	5
515	426	80	20	426	1178	90	-1	875	5
516	74	374	20	2716	2768	90	-1	151	5
517	408	20	30	495	612	90	-1	509	5
518	239	369	30	1521	2261	90	-1	117	5
519	420	308	-20	569	1009	90	791	-1	10
520	254	357	-20	1545	2639	90	19	-1	2
521	53	297	-20	3289	3471	90	995	-1	15
522	434	382	30	1930	2730	90	-1	104	5
523	204	171	-20	799	1278	90	969	-1	15
524	173	169	10	1276	2000	90	-1	527	5
525	190	332	20	314	1057	90	-1	235	5
526	274	231	30	1816	2596	90	-1	35	5
527	207	194	-10	2068	3039	90	524	-1	5
528	315	232	-20	2421	3246	90	638	-1	7
529	425	87	20	239	1115	90	-1	863	5
530	312	64	-40	246	1078	90	142	-1	1
531	129	244	-20	2767	3210	90	854	-1	12
532	278	230	10	1456	1637	0	-1	1008	5
533	351	75	10	1696	2772	90	-1	394	5
534	185	293	10	614	1406	90	-1	376	5
535	364	364	-30	2298	2321	90	399	-1	4
536	432	369	10	1880	2574	90	-1	506	5
537	128	249	20	1285	1561	0	-1	1016	5
538	221	179	20	227	671	90	-1	413	6
539	194	296	-30	348	1111	90	396	-1	4
540	413	350	10	1209	2066	90	-1	78	6
541	214	372	10	574	1472	90	-1	347	6
542	379	229	10	1030	1220	90	-1	320	6
543	91	298	-10	1598	2587	90	996	-1	15
544	226	120	30	132	838	90	-1	452	6
545	344	46	-10	1458	2022	90	163	-1	2
546	238	84	-20	1406	2023	90	935	-1	14
547	138	276	10	1485	2505	90	-1	811	6
548	346	487	10	1397	2379	90	-1	263	6
549	95	160	10	179	419	90	-1	134	6
550	103	266	30	968	1316	90	-1	305	6
551	98	286	-10	1183	1651	90	115	-1	1
552	77	172	-30	2730	3382	90	720	-1	8
553	147	199	30	228	548	90	-1	986	6
554	210	98	-20	503	1099	90	171	-1	2
555	428	292	-30	1892	1970	90	468	-1	5
556	121	236	-20	1829	2399	90	315	-1	3
557	336	479	-10	2220	2337	90	174	-1	2
558	203	369	10	624	1218	90	-1	947	6
559	296	232	10	1030	1666	90	-1	1	6
560	87	369	10	201	785	90	-1	867	6
561	247	88	30	1662	2346	90	-1	326	6
562	104	246	10	973	1893	90	-1	465	6
563	67	302	30	2257	2889	90	-1	641	6
564	114	296	40	143	1067	90	-1	100	6
565	394	356	30	178	813	90	-1	15	6
566	192	306	-20	1546	1660	90	510	-1	5
567	16	285	30	2298	2845	90	-1	38	6
568	419	310	-20	599	1165	90	669	-1	7
569	389	221	10	1045	1778	90	-1	74	6
570	129	264	-20	2317	3366	90	439	-1	4
571	172	483	30	627	1340	90	-1	208	6
572	325	251	-10	1309	1702	90	355	-1	3
573	151	436	10	1984	2948	90	-1	903	6
574	263	91	20	159	934	90	-1	842	6
575	401	15	-30	503	1027	90	344	-1	3
576	253	382	-20	2611	3692	90	833	-1	11
577	247	89	-20	1985	2205	90	737	-1	9
578	283	229	30	1069	1833	90	-1	323	6
579	366	341	20	311	955	90	-1	384	6
580	392	213	20	2014	2331	90	-1	401	6
581	167	304	20	99	1020	90	-1	240	6
582	477	154	-20	1545	1626	90	63	-1	7
583	234	383	-20	1946	2411	90	281	-1	3
584	199	327	10	3096	3182	90	-1	238	6
585	140	220	30	633	1133	90	-1	372	6
586	144	266	30	119	664	90	-1	213	6
587	432	105	-10	2534	3592	90	756	-1	9
588	368	325	30	139	690	90	-1	129	6
589	202	386	20	144	1324	90	-1	60	6
590	325	246	10	1441	1760	90	-1	777	6
591	430	86	20	2452	3241	90	-1	870	6
592	200	195	-10	2136	2393	90	269	-1	2
593	440	295	-10	1890	2541	90	3	-1	3
594	77	287	10	1449	2521	90	-1	827	6
595	187	362	-30	1662	2069	90	612	-1	7
596	131	207	20	663	1495	90	-1	175	6
597	405	5	20	556	1175	90	-1	862	6
598	125	226	-10	1157	1781	90	107	-1	1
599	254	335	-10	2688	3498	90	14	-1	1
600	212	168	20	649	1231	90	-1	480	6
601	281	279	-20	559	1030	90	317	-1	3
