Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
102	210	113	28	700	710	10	-1	631	1
103	370	262	-13	1109	1119	10	826	-1	11
104	303	186	-11	1364	1374	10	986	-1	15
105	241	180	13	1705	1715	0	-1	1041	1
106	100	85	-22	361	371	10	514	-1	5
107	350	199	-12	1211	1221	10	509	-1	5
108	500	228	-33	792	802	10	99	-1	15
109	251	238	27	12	200	0	-1	1021	1
110	114	102	21	517	527	10	-1	442	1
111	345	146	-15	1449	1459	10	583	-1	6
112	21	146	-23	497	507	10	730	-1	9
113	330	147	-30	858	868	10	507	-1	5
114	476	61	36	459	469	10	-1	560	1
115	386	245	16	489	499	10	-1	940	1
116	201	278	13	56	66	10	-1	403	1
117	421	499	-25	1355	1365	10	549	-1	6
118	426	231	24	1038	1048	0	-1	1022	1
119	105	137	32	462	472	10	-1	392	1
120	64	437	11	928	938	10	-1	223	1
121	181	260	23	69	79	10	-1	769	1
122	413	391	8	227	237	10	-1	577	1
123	370	493	-10	581	591	10	878	-1	12
124	447	267	19	990	1000	10	-1	860	1
125	232	101	-18	356	366	10	37	-1	4
126	371	332	-36	540	550	10	222	-1	2
127	447	383	17	237	247	10	-1	948	1
128	325	147	-20	1197	1207	10	470	-1	5
129	489	437	29	717	727	10	-1	18	1
130	415	95	-30	1187	1197	10	466	-1	5
131	331	356	13	722	732	10	-1	141	1
132	374	346	27	431	441	10	-1	793	1
133	108	37	-2	559	569	10	572	-1	6
134	5	224	19	1065	1075	10	-1	230	1
135	93	413	17	226	236	10	-1	960	1
136	210	29	13	1061	1071	10	-1	80	1
137	136	265	12	114	124	10	-1	883	1
138	409	155	19	185	195	10	-1	817	1
139	111	178	18	156	166	10	-1	57	1
140	291	251	20	41	51	10	-1	291	1
141	322	290	-13	1489	1499	10	131	-1	1
142	57	183	-18	1110	1120	10	257	-1	3
143	181	185	-12	1624	1634	10	26	-1	3
144	7	382	-14	780	790	10	639	-1	7
145	425	448	9	804	814	10	-1	721	1
146	174	41	-14	1313	1323	10	337	-1	3
147	161	276	8	143	153	10	-1	752	1
148	398	49	21	802	812	0	-1	1010	1
149	210	379	-38	719	729	10	76	-1	9
150	60	231	-15	1036	1046	10	336	-1	3
151	453	360	13	230	240	10	-1	511	1
152	367	97	17	998	1008	10	-1	89	1
153	488	3	3	411	421	10	-1	313	1
154	44	115	24	246	256	10	-1	533	1
155	48	293	-22	286	296	10	159	-1	1
156	64	135	11	878	888	10	-1	50	1
157	65	62	-31	986	996	10	978	-1	15
158	404	207	-33	921	931	10	462	-1	5
159	68	303	22	231	241	10	-1	155	1
160	263	418	25	288	298	10	-1	521	1
161	147	30	-23	1119	1129	10	794	-1	10
162	384	149	18	1207	1217	0	-1	1052	1
163	340	416	36	331	341	10	-1	373	1
164	271	128	-14	356	366	10	67	-1	7
165	89	358	-26	1257	1267	10	857	-1	12
166	20	480	-30	580	590	10	676	-1	7
167	488	173	25	1220	1230	0	-1	1004	1
168	439	156	2	536	546	10	-1	3	1
169	389	156	-37	726	736	10	678	-1	7
170	111	392	18	1179	1189	10	-1	96	1
171	267	162	-20	1459	1469	10	853	-1	12
172	248	176	-14	1411	1421	10	280	-1	3
173	413	476	-33	1189	1199	10	911	-1	13
174	352	481	15	1295	1305	10	-1	390	1
175	264	135	1	889	899	10	-1	820	1
176	29	462	-5	1320	1330	10	283	-1	3
177	148	462	10	737	747	10	-1	320	1
178	44	140	-22	878	888	10	895	-1	13
179	414	378	23	505	515	10	-1	558	1
180	392	95	16	776	786	10	-1	870	1
181	216	341	19	664	674	10	-1	238	1
182	211	411	-11	1157	1167	10	899	-1	13
183	317	45	-11	668	678	10	367	-1	4
184	178	150	33	642	652	10	-1	81	2
185	428	302	27	1026	1036	10	-1	809	2
186	450	45	-20	514	524	10	683	-1	7
187	453	318	30	384	394	10	-1	677	2
188	186	135	-15	728	738	10	52	-1	5
189	11	403	18	353	363	10	-1	503	2
190	433	447	-26	804	814	10	726	-1	8
191	272	420	7	1396	1406	10	-1	625	2
192	429	59	9	469	479	10	-1	54	2
193	200	27	-12	535	545	10	402	-1	4
194	498	171	12	1266	1276	10	-1	82	2
195	487	320	-15	868	878	10	346	-1	4
196	45	166	-15	1023	1033	10	445	-1	5
197	490	276	33	248	258	10	-1	268	2
198	126	391	19	283	293	10	-1	372	2
199	92	18	8	1134	1144	0	-1	1032	2
200	293	228	19	48	58	10	-1	755	2
201	343	205	-15	777	787	10	217	-1	2
202	182	480	-12	375	385	10	461	-1	5
203	385	285	-21	878	888	10	711	-1	8
204	44	344	-22	1089	1099	10	366	-1	4
205	170	347	15	446	456	10	-1	852	2
206	457	492	7	518	528	10	-1	309	2
207	124	448	6	379	389	10	-1	879	2
208	398	210	31	153	163	10	-1	453	2
209	75	118	-16	419	429	10	360	-1	4
210	105	474	27	481	491	0	-1	1018	2
211	134	211	35	130	140	10	-1	264	2
212	211	248	26	39	449	0	-1	1037	2
213	212	186	-35	1732	1742	10	487	-1	5
214	492	335	10	838	848	10	-1	42	2
215	497	483	12	363	373	10	-1	968	2
216	440	436	18	902	912	10	-1	827	2
217	311	203	15	733	743	10	-1	201	2
218	491	369	28	740	750	10	-1	5	2
219	67	378	26	480	490	10	-1	389	2
220	383	17	-18	950	960	10	48	-1	5
221	7	82	25	422	432	10	-1	551	2
222	342	319	36	115	125	10	-1	126	2
223	78	406	-11	970	980	10	120	-1	1
224	103	123	-27	500	510	10	432	-1	4
225	241	38	-5	542	552	10	446	-1	5
226	224	3	-3	700	710	10	97	-1	15
227	436	467	-23	746	756	10	24	-1	2
228	438	488	18	337	347	10	-1	436	2
229	351	60	15	220	230	10	-1	641	2
230	13	214	-19	1364	1374	10	134	-1	1
231	429	67	16	742	752	10	-1	951	2
232	498	456	27	1416	1426	10	-1	729	2
233	135	400	-17	309	319	10	717	-1	8
234	215	293	13	55	65	10	-1	311	2
235	354	416	10	689	699	10	-1	484	2
236	294	421	-29	1585	1595	10	271	-1	3
237	208	445	22	1342	1352	10	-1	618	2
238	230	320	-19	1202	1212	10	181	-1	1
239	157	38	3	1058	1068	10	-1	0	2
240	441	100	31	883	893	10	-1	710	2
241	61	170	-7	1016	1026	10	491	-1	5
242	79	467	22	361	371	10	-1	15	2
243	365	190	-12	1487	1497	10	731	-1	9
244	282	1	-27	1052	1062	10	674	-1	7
245	124	111	15	799	809	10	-1	975	2
246	247	219	17	31	441	10	-1	338	2
247	28	180	34	396	406	10	-1	1	2
248	167	488	17	260	270	10	-1	778	2
249	442	289	25	201	211	10	-1	567	2
250	136	430	-18	720	730	10	65	-1	7
251	38	15	3	1101	1111	10	-1	353	2
252	246	314	-24	1455	1465	10	547	-1	6
253	176	200	17	578	588	10	-1	289	2
254	337	232	-16	1581	1591	10	505	-1	5
255	257	133	-15	872	882	10	947	-1	14
256	295	247	-24	300	1323	10	966	-1	15
257	39	162	18	575	585	10	-1	142	3
258	79	257	26	963	973	10	-1	524	3
259	236	126	23	124	134	10	-1	302	3
260	259	498	-8	1085	1095	10	424	-1	4
261	180	162	-17	183	193	10	672	-1	7
262	53	466	9	345	355	10	-1	417	3
263	167	291	27	1644	1654	0	-1	1023	3
264	89	185	-35	610	620	10	211	-1	2
265	487	446	-23	1350	1360	10	593	-1	6
266	308	199	-13	1518	1528	10	983	-1	15
267	481	84	17	516	526	10	-1	16	3
268	495	227	-33	354	364	10	197	-1	2
269	397	57	17	1486	1496	0	-1	1034	3
270	372	39	-11	734	744	10	586	-1	6
271	278	450	29	1385	1395	10	-1	236	3
272	292	32	14	239	249	0	-1	1006	3
273	90	496	13	1405	1415	10	-1	918	3
274	68	53	16	749	759	10	-1	30	3
275	371	423	10	211	221	0	-1	1043	3
276	273	149	14	1513	1523	0	-1	1016	3
277	297	283	-26	1359	1369	10	406	-1	4
278	120	37	-27	785	795	10	447	-1	5
279	371	488	10	593	603	10	-1	748	3
280	206	174	14	810	820	10	-1	172	3
281	174	347	3	1025	1035	10	-1	460	3
282	330	281	-11	1340	1350	10	404	-1	4
283	67	451	5	1226	1236	10	-1	176	3
284	27	464	-18	1301	1311	10	374	-1	4
285	361	178	-27	982	992	10	574	-1	6
286	463	406	-25	867	877	10	994	-1	15
287	456	157	-5	1465	1475	10	63	-1	7
288	153	244	5	118	128	0	-1	1051	3
289	153	192	-17	876	886	10	253	-1	2
290	352	63	6	1188	1198	10	-1	822	3
291	371	71	-20	297	307	10	140	-1	1
292	163	472	9	663	673	0	-1	1026	3
293	448	495	40	394	404	0	-1	1050	3
294	282	10	-2	1272	1282	10	328	-1	3
295	66	163	-35	405	415	10	376	-1	4
296	314	205	-32	1537	1547	10	612	-1	6
297	83	169	-21	787	797	10	94	-1	14
298	221	291	9	56	66	10	-1	383	3
299	374	116	9	597	607	10	-1	660	3
300	418	269	3	1215	1225	10	-1	529	3
301	178	302	-22	897	907	10	516	-1	5
302	250	57	-23	758	768	10	259	-1	3
303	475	352	-13	320	330	10	871	-1	12
304	1	252	5	285	295	10	-1	330	3
305	286	356	30	111	121	10	-1	450	3
306	65	82	13	750	760	10	-1	527	3
307	154	392	9	171	181	10	-1	407	3
308	196	56	-21	619	629	10	818	-1	11
309	366	390	-7	1328	1338	10	206	-1	2
310	436	25	-23	1292	1302	10	891	-1	12
311	67	352	-13	383	393	10	234	-1	2
312	173	182	25	102	112	10	-1	856	3
313	390	34	-3	1070	1080	10	153	-1	1
314	18	225	-19	701	711	10	340	-1	3
315	57	43	15	1033	1043	10	-1	894	3
316	388	44	22	1141	1151	10	-1	75	3
317	269	112	-23	1273	1283	10	784	-1	10
318	374	260	-14	1781	1791	10	371	-1	4
319	291	213	23	1268	1278	0	-1	1000	3
320	178	420	-10	1081	1091	10	177	-1	1
321	389	255	15	795	805	10	-1	742	3
322	134	194	-17	1662	1672	10	939	-1	14
323	93	490	-18	389	399	10	581	-1	6
324	64	294	12	1111	1121	10	-1	585	3
325	493	111	26	551	561	10	-1	405	3
326	150	484	16	635	645	10	-1	836	3
327	235	316	-18	666	676	10	696	-1	7
328	239	15	2	614	624	10	-1	294	3
329	193	138	-23	671	681	10	605	-1	6
330	40	278	-5	1114	1124	10	304	-1	3
331	307	52	23	930	940	10	-1	645	3
332	161	416	-24	1021	1031	10	737	-1	9
333	381	457	28	481	491	10	-1	33	3
334	55	318	13	322	332	10	-1	958	3
335	80	279	-20	200	1178	10	85	-1	11
336	48	162	15	227	237	10	-1	150	3
337	91	27	14	1192	1202	10	-1	146	3
338	288	70	-17	101	499	10	246	-1	2
339	177	404	-23	1272	1282	10	707	-1	8
340	10	237	19	626	636	10	-1	314	3
341	493	493	-4	866	876	10	821	-1	11
342	440	292	-18	950	960	10	905	-1	13
343	349	76	-10	1041	1051	10	493	-1	5
344	47	208	30	236	246	0	-1	1019	3
345	283	454	14	1275	1285	10	-1	449	3
346	486	324	15	780	790	10	-1	195	4
347	392	87	23	1193	1203	0	-1	1008	4
348	122	422	3	1467	1477	0	-1	1046	4
349	37	281	17	503	513	10	-1	684	4
350	413	127	28	841	851	10	-1	55	4
351	222	499	7	855	865	10	-1	566	4
352	211	446	-13	1133	1143	10	991	-1	15
353	30	7	-3	1199	1209	10	251	-1	2
354	398	341	-10	949	959	10	902	-1	13
355	26	67	15	1327	1337	10	-1	602	4
356	461	186	-29	1522	1532	10	601	-1	6
357	313	391	-34	160	170	10	655	-1	7
358	471	94	-1	1009	1019	10	36	-1	4
359	341	72	-5	815	825	10	651	-1	7
360	130	186	16	141	151	10	-1	209	4
361	257	57	-14	1236	1246	10	9	-1	13
362	94	344	26	692	702	0	-1	1048	4
363	6	53	8	597	607	10	-1	29	4
364	146	376	-22	244	254	10	488	-1	5
365	244	13	-18	1023	1033	10	506	-1	5
366	29	336	22	342	352	10	-1	204	4
367	306	42	11	487	497	10	-1	183	4
368	177	486	-25	1607	1617	10	49	-1	5
369	489	338	17	1407	1417	0	-1	1031	4
370	179	318	2	1131	1141	10	-1	454	4
371	344	203	14	177	187	10	-1	318	4
372	149	341	-19	414	424	10	198	-1	2
373	307	412	-36	414	424	10	163	-1	1
374	68	450	18	643	653	10	-1	284	4
375	420	80	24	1107	1117	10	-1	632	4
376	144	220	35	110	120	10	-1	295	4
377	497	54	-9	988	998	10	935	-1	14
378	80	458	30	381	391	10	-1	761	4
379	84	377	10	936	946	10	-1	429	4
380	332	382	-23	1020	1030	10	771	-1	10
381	6	196	-26	1213	1223	10	47	-1	5
382	104	28	-24	1483	1493	10	941	-1	14
383	224	320	-9	1294	1304	10	298	-1	3
384	87	3	13	1443	1453	0	-1	1024	4
385	149	214	7	492	502	10	-1	448	4
386	98	29	-14	1057	1067	10	790	-1	10
387	135	30	-26	484	494	10	701	-1	8
388	287	397	12	574	584	10	-1	525	4
389	107	374	-26	924	934	10	219	-1	2
390	355	485	-15	1489	1499	10	174	-1	1
391	51	286	-16	1469	1479	10	732	-1	9
392	49	118	-32	1081	1091	10	119	-1	1
393	159	226	16	94	104	10	-1	828	4
394	185	431	15	397	407	10	-1	538	4
395	262	92	25	640	650	10	-1	916	4
396	475	198	-31	845	855	10	735	-1	9
397	142	30	-14	1256	1266	10	440	-1	5
398	481	207	34	866	876	10	-1	421	4
399	174	122	-33	603	613	10	946	-1	14
400	35	263	27	280	290	0	-1	1053	4
401	24	71	-11	356	366	10	409	-1	4
402	173	65	12	458	468	10	-1	193	4
403	91	326	-13	973	983	10	116	-1	1
404	470	417	11	747	757	10	-1	282	4
405	397	153	-26	892	902	10	325	-1	3
406	295	283	26	903	913	10	-1	277	4
407	174	376	-9	1429	1439	10	307	-1	3
408	38	190	23	295	305	10	-1	901	4
409	16	68	11	296	306	10	-1	401	4
410	179	286	8	351	361	10	-1	843	4
411	244	422	-14	548	558	10	872	-1	12
412	250	441	-12	766	776	10	101	-1	1
413	497	18	10	1140	1150	0	-1	1017	4
414	195	111	-2	1008	1018	10	598	-1	6
415	26	221	-10	1006	1016	10	615	-1	6
416	442	5	-9	330	340	10	485	-1	5
417	44	496	-9	412	422	10	262	-1	3
418	448	404	-25	609	619	10	578	-1	6
419	471	427	-20	826	836	10	949	-1	14
420	460	424	-15	1465	1475	10	530	-1	6
421	461	195	-34	1405	1415	10	398	-1	4
422	146	313	-20	1205	1215	10	21	-1	2
423	19	273	-16	1027	1037	10	636	-1	7
424	245	461	8	659	669	10	-1	260	4
425	69	266	-29	768	778	10	862	-1	12
426	191	84	-13	877	887	10	723	-1	8
427	68	160	-26	1146	1156	10	587	-1	6
428	212	47	20	811	821	10	-1	673	4
429	80	337	-10	1129	1139	10	379	-1	4
430	412	478	-21	970	980	10	834	-1	11
431	225	488	28	646	656	10	-1	849	4
432	105	140	27	182	192	10	-1	224	4
433	389	43	-9	406	416	10	13	-1	1
434	177	156	25	177	187	10	-1	799	4
435	179	497	-13	1421	1431	10	669	-1	7
436	377	432	-18	841	851	10	228	-1	2
437	497	296	14	623	633	10	-1	733	4
438	152	476	45	533	543	10	-1	687	4
439	277	428	7	500	510	10	-1	10	4
440	64	5	14	1139	1149	10	-1	397	5
441	44	311	-7	417	427	10	543	-1	6
442	165	59	-21	953	963	10	110	-1	1
443	261	138	-12	628	638	10	970	-1	15
444	268	351	7	1685	1695	0	-1	1009	5
445	48	150	15	665	675	10	-1	196	5
446	215	79	5	234	244	10	-1	225	5
447	109	56	27	239	249	10	-1	278	5
448	171	188	-7	631	641	10	385	-1	4
449	284	457	-14	1509	1519	10	345	-1	3
450	274	442	-30	1076	1086	10	305	-1	3
451	33	286	-25	1556	1566	10	884	-1	12
452	112	433	29	245	255	10	-1	475	5
453	423	170	-31	523	533	10	208	-1	2
454	213	283	-2	1481	1491	10	370	-1	4
455	240	34	-30	1570	1580	10	779	-1	10
456	283	438	3	241	251	10	-1	971	5
457	324	99	10	348	358	10	-1	846	5
458	259	301	25	109	119	10	-1	750	5
459	189	402	-18	546	556	10	900	-1	13
460	215	282	-3	1450	1460	10	281	-1	3
461	166	440	12	207	217	10	-1	202	5
462	374	232	33	125	135	10	-1	158	5
463	339	113	-19	771	781	10	913	-1	13
464	335	46	18	1352	1362	10	-1	888	5
465	313	493	-12	1203	1213	10	816	-1	11
466	432	66	30	1081	1091	10	-1	130	5
467	76	462	18	966	976	10	-1	767	5
468	397	477	13	1226	1236	10	-1	39	5
469	196	489	-4	1040	1050	10	544	-1	6
470	354	156	20	842	852	10	-1	128	5
471	171	24	11	1393	1403	10	-1	992	5
472	187	73	18	302	312	10	-1	760	5
473	243	408	-13	1444	1454	10	855	-1	12
474	421	387	-14	811	821	10	928	-1	14
475	141	426	-29	541	551	10	452	-1	5
476	415	118	19	227	237	10	-1	792	5
477	240	255	-16	1621	1631	10	897	-1	13
478	162	388	-32	1136	1146	10	58	-1	6
479	413	493	-10	1228	1238	10	950	-1	14
480	69	414	-22	1273	1283	10	815	-1	11
481	273	70	36	629	639	10	-1	961	5
482	142	14	18	845	855	10	-1	513	5
483	185	434	-9	584	594	10	904	-1	13
484	360	294	-10	1428	1438	10	235	-1	2
485	265	240	9	18	28	10	-1	416	5
486	280	245	21	30	40	10	-1	620	5
487	87	51	35	524	534	10	-1	213	5
488	195	273	22	59	69	10	-1	364	5
489	422	498	-19	702	712	10	919	-1	13
490	95	64	4	776	786	10	-1	38	5
491	63	155	7	975	985	10	-1	241	5
492	24	259	19	380	390	10	-1	51	5
493	376	92	10	1001	1011	10	-1	343	5
494	83	300	-15	510	520	10	819	-1	11
495	72	477	46	288	298	10	-1	23	5
496	380	194	3	724	734	10	-1	638	5
497	72	227	-23	574	584	10	754	-1	9
498	238	123	-18	791	801	10	841	-1	11
499	188	119	44	985	995	10	-1	979	5
500	229	322	11	1670	1680	0	-1	1013	5
501	150	68	-28	433	443	10	679	-1	7
502	67	24	-16	1028	1038	10	812	-1	11
503	63	420	-18	530	540	10	189	-1	2
504	339	144	-33	1109	1119	10	685	-1	7
505	454	201	16	1315	1325	10	-1	254	5
506	158	24	18	621	631	10	-1	365	5
507	365	119	30	392	402	10	-1	113	5
508	440	284	25	862	872	10	-1	715	5
509	417	212	12	920	930	10	-1	107	5
510	404	439	3	249	259	10	-1	759	5
511	472	248	-13	844	854	10	151	-1	1
512	235	108	-31	1090	1100	10	622	-1	7
513	174	67	-18	1270	1280	10	482	-1	5
514	132	151	22	154	164	10	-1	106	5
515	217	207	-1	1392	1402	10	637	-1	7
516	162	306	22	129	139	10	-1	301	5
517	48	366	29	753	763	0	-1	1011	5
518	209	68	-30	1578	1588	10	627	-1	7
519	94	497	31	792	802	10	-1	692	5
520	110	122	-19	1519	1529	10	854	-1	12
521	274	403	-25	897	907	10	160	-1	1
522	421	386	-30	834	844	10	27	-1	3
523	399	175	13	757	767	10	-1	825	6
524	56	268	-26	1074	1084	10	258	-1	3
525	322	406	-12	839	849	10	388	-1	4
526	244	277	18	1311	1321	0	-1	1033	6
527	105	181	-13	1541	1551	10	306	-1	3
528	30	97	23	1220	1230	10	-1	664	6
529	359	246	-3	1433	1443	10	300	-1	3
530	498	457	15	923	933	10	-1	420	6
531	190	267	-21	1764	1774	10	546	-1	6
532	334	481	-19	340	350	10	762	-1	9
533	18	24	-24	638	648	10	154	-1	1
534	482	104	19	817	827	10	-1	591	6
535	460	328	13	229	239	10	-1	553	6
536	320	211	16	1003	1013	10	-1	540	6
537	494	165	-14	200	624	10	959	-1	14
538	167	445	-15	1422	1432	10	394	-1	4
539	340	291	22	480	490	10	-1	712	6
540	272	234	-16	1600	1610	10	536	-1	6
541	325	56	-12	806	816	10	691	-1	7
542	71	304	-20	699	709	10	803	-1	10
543	87	311	7	174	184	10	-1	441	6
544	207	487	4	699	709	10	-1	469	6
545	332	5	14	1043	1053	10	-1	967	6
546	161	275	21	1357	1367	10	-1	531	6
547	268	458	24	533	543	10	-1	252	6
548	175	352	-23	1675	1685	10	768	-1	9
549	398	476	25	428	438	10	-1	117	6
550	51	360	-12	1155	1165	10	736	-1	9
551	21	70	-25	781	791	10	221	-1	2
552	80	251	-13	314	324	10	628	-1	7
553	457	280	-13	1010	1020	10	535	-1	6
554	423	315	-24	190	600	10	985	-1	15
555	66	88	2	840	850	10	-1	714	6
556	479	387	13	407	417	10	-1	893	6
557	436	123	40	225	235	10	-1	667	6
558	286	244	-23	1294	1304	10	179	-1	1
559	449	190	-25	1150	1160	10	987	-1	15
560	456	113	-36	1237	1247	10	114	-1	1
561	480	152	26	1032	1042	10	-1	647	6
562	100	266	-4	480	490	10	747	-1	9
563	343	34	7	735	745	10	-1	765	6
564	374	306	-14	1004	1014	10	727	-1	8
565	13	465	31	784	794	10	-1	570	6
566	230	487	-7	1140	1150	10	351	-1	4
567	442	153	-25	1199	1209	10	249	-1	2
568	240	362	-4	1424	1434	10	981	-1	15
569	433	319	11	1386	1396	0	-1	1028	6
570	0	422	-31	831	841	10	565	-1	6
571	297	131	-32	100	1185	10	926	-1	13
572	71	12	2	303	313	10	-1	133	6
573	44	440	-23	799	809	10	596	-1	6
574	447	184	27	434	444	10	-1	285	6
575	341	59	-19	800	810	10	90	-1	13
576	132	32	-12	794	804	10	682	-1	7
577	411	396	-8	930	940	10	122	-1	1
578	450	416	25	587	597	10	-1	418	6
579	323	34	-30	1325	1335	10	619	-1	6
580	244	368	-33	424	434	10	703	-1	8
581	90	477	18	277	287	10	-1	323	6
582	34	169	11	494	504	0	-1	1044	6
583	351	128	15	1263	1273	10	-1	111	6
584	71	282	29	652	662	10	-1	17	6
585	157	269	-12	1586	1596	10	324	-1	3
586	392	1	11	615	625	10	-1	270	6
587	39	153	26	808	818	10	-1	427	6
588	306	229	-13	1330	1340	10	972	-1	15
589	415	253	21	377	387	10	-1	830	6
590	92	76	-17	1149	1159	10	626	-1	7
591	437	98	-19	1124	1134	10	534	-1	6
592	12	367	-21	200	961	10	837	-1	11
593	448	414	23	1233	1243	10	-1	265	6
594	128	113	-37	373	383	10	654	-1	7
595	43	360	2	845	855	10	-1	663	6
596	102	422	23	236	246	10	-1	573	6
597	480	131	-32	698	708	10	952	-1	14
598	210	81	2	409	419	10	-1	414	6
599	432	2	20	477	487	10	-1	659	6
600	396	83	-26	1596	1606	10	751	-1	9
601	489	159	29	1438	1448	10	-1	356	6
602	56	75	-15	1448	1458	10	355	-1	4
603	66	31	-11	1058	1068	10	785	-1	10
604	460	117	14	530	540	10	-1	734	6
605	175	239	23	75	85	10	-1	329	6
606	217	333	-21	421	431	10	774	-1	10
607	62	375	16	359	369	10	-1	955	6
608	82	183	-8	1112	1122	10	965	-1	15
609	248	214	-20	1489	1499	10	633	-1	7
610	385	239	21	796	806	10	-1	744	6
611	371	315	-17	1176	1186	10	848	-1	11
612	333	163	32	1250	1260	10	-1	296	6
613	100	66	-22	1410	1420	10	797	-1	10
614	311	422	-9	998	1008	10	798	-1	10
615	153	235	10	98	108	10	-1	415	6
616	168	109	-7	214	224	10	666	-1	7
617	284	319	-23	827	837	10	810	-1	11
618	195	464	-22	1551	1561	10	237	-1	2
619	382	9	30	282	292	10	-1	579	6
620	325	210	-21	943	953	10	486	-1	5
621	366	334	5	420	430	10	-1	671	6
